"2010 SOC Code","2018 SOC Code","2018 Census Code","O*NET-SOC 2010 Code","O*NET-SOC 2010 Title","2010 SOC Title","2010 Census Title","2010 Census Code","2018 SOC Title","2018 Census Title","O.NET.SOC.2019.Code","O.NET.SOC.2019.Title","2018 STEM Category","education_stw_2010","knowledge_stw_2010","rothwell_stw_2010"
"49-9045","49-9045","7330","49-9045.00","Refractory Materials Repairers, Except Brickmasons","Refractory Materials Repairers, Except Brickmasons","Industrial and refractory machinery mechanics","7330","Refractory Materials Repairers, Except Brickmasons","Industrial and refractory machinery mechanics","49-9045.00","Refractory Materials Repairers, Except Brickmasons","Non-STEM","Yes","No","Non-STW"
"49-9051","49-9051","7410","49-9051.00","Electrical Power-Line Installers and Repairers","Electrical Power-Line Installers and Repairers","Electrical power-line installers and repairers","7410","Electrical Power-Line Installers and Repairers","Electrical power-line installers and repairers","49-9051.00","Electrical Power-Line Installers and Repairers","Non-STEM","Yes","No","Non-STW"
"49-9052","49-9052","7420","49-9052.00","Telecommunications Line Installers and Repairers","Telecommunications Line Installers and Repairers","Telecommunications line installers and repairers","7420","Telecommunications Line Installers and Repairers","Telecommunications line installers and repairers","49-9052.00","Telecommunications Line Installers and Repairers","Non-STEM","Yes","Yes","STW"
"49-9061","49-9061","7430","49-9061.00","Camera and Photographic Equipment Repairers","Camera and Photographic Equipment Repairers","Precision instrument and equipment repairers","7430","Camera and Photographic Equipment Repairers","Precision instrument and equipment repairers","49-9061.00","Camera and Photographic Equipment Repairers","Non-STEM","Yes","Yes","STW"
"49-9062","49-9062","7430","49-9062.00","Medical Equipment Repairers","Medical Equipment Repairers","Precision instrument and equipment repairers","7430","Medical Equipment Repairers","Precision instrument and equipment repairers","49-9062.00","Medical Equipment Repairers","Non-STEM","Yes","Yes","STW"
"49-9063","49-9063","7430","49-9063.00","Musical Instrument Repairers and Tuners","Musical Instrument Repairers and Tuners","Precision instrument and equipment repairers","7430","Musical Instrument Repairers and Tuners","Precision instrument and equipment repairers","49-9063.00","Musical Instrument Repairers and Tuners","Non-STEM","Yes","No","Non-STW"
"49-9064","49-9064","7430","49-9064.00","Watch Repairers","Watch Repairers","Precision instrument and equipment repairers","7430","Watch and Clock Repairers","Precision instrument and equipment repairers","49-9064.00","Watch and Clock Repairers","Non-STEM","Yes","Yes","STW"
"49-9069","49-9069","7430","49-9069.00","Precision Instrument and Equipment Repairers, All Other","Precision Instrument and Equipment Repairers, All Other","Precision instrument and equipment repairers","7430","Precision Instrument and Equipment Repairers, All Other","Precision instrument and equipment repairers","49-9069.00","Precision Instrument and Equipment Repairers, All Other","Non-STEM",NA,NA,NA
"49-9071","49-9071","7340","49-9071.00","Maintenance and Repair Workers, General","Maintenance and Repair Workers, General","Maintenance and repair workers, general","7340","Maintenance and Repair Workers, General","Maintenance and repair workers, general","49-9071.00","Maintenance and Repair Workers, General","Non-STEM","Yes","Yes","STW"
"49-9081","49-9081","7440","49-9081.00","Wind Turbine Service Technicians","Wind Turbine Service Technicians","Wind turbine service technicians","7440","Wind Turbine Service Technicians","Wind turbine service technicians","49-9081.00","Wind Turbine Service Technicians","Non-STEM","Yes","Yes","STW"
"49-9091","49-9091","7510","49-9091.00","Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, vending, and amusement machine servicers and repairers","7510","Coin, Vending, and Amusement Machine Servicers and Repairers","Coin, vending, and amusement machine servicers and repairers","49-9091.00","Coin, Vending, and Amusement Machine Servicers and Repairers","Non-STEM","Yes","No","Non-STW"
"49-9092","49-9092","7520","49-9092.00","Commercial Divers","Commercial Divers","Commercial divers","7520","Commercial Divers","Commercial divers","49-9092.00","Commercial Divers","Non-STEM","Yes","Yes","STW"
"49-9093","49-9099","7640","49-9093.00","Fabric Menders, Except Garment","Fabric Menders, Except Garment","Other installation, maintenance, and repair workers","7630","Installation, Maintenance, and Repair Workers, All Other","Other installation, maintenance, and repair workers","49-9099.00","Installation, Maintenance, and Repair Workers, All Other","Non-STEM","Yes","No","Non-STW"
"49-9094","49-9094","7540","49-9094.00","Locksmiths and Safe Repairers","Locksmiths and Safe Repairers","Locksmiths and safe repairers","7540","Locksmiths and Safe Repairers","Locksmiths and safe repairers","49-9094.00","Locksmiths and Safe Repairers","Non-STEM","Yes","Yes","STW"
"49-9095","49-9095","7550","49-9095.00","Manufactured Building and Mobile Home Installers","Manufactured Building and Mobile Home Installers","Manufactured building and mobile home installers","7550","Manufactured Building and Mobile Home Installers","Manufactured building and mobile home installers","49-9095.00","Manufactured Building and Mobile Home Installers","Non-STEM","Yes","Yes","STW"
"49-9096","49-9096","7560","49-9096.00","Riggers","Riggers","Riggers","7560","Riggers","Riggers","49-9096.00","Riggers","Non-STEM","Yes","No","Non-STW"
"49-9097","49-9097","7640","49-9097.00","Signal and Track Switch Repairers","Signal and Track Switch Repairers","Signal and track switch repairers","7600","Signal and Track Switch Repairers","Other installation, maintenance, and repair workers","49-9097.00","Signal and Track Switch Repairers","Non-STEM","Yes","Yes","STW"
"49-9098","49-9098","7610","49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers","Helpers--installation, maintenance, and repair workers","7610","Helpers--Installation, Maintenance, and Repair Workers","Helpers--installation, maintenance, and repair workers","49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","Non-STEM","Yes","Yes","STW"
"49-9099","49-9099","7640","49-9099.01","Geothermal Technicians","Installation, Maintenance, and Repair Workers, All Other","Other installation, maintenance, and repair workers","7630","Installation, Maintenance, and Repair Workers, All Other","Other installation, maintenance, and repair workers","49-9099.01","Geothermal Technicians","Non-STEM","Yes","Yes","STW"
"49-9099","49-9099","7640","49-9099.00","Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair Workers, All Other","Other installation, maintenance, and repair workers","7630","Installation, Maintenance, and Repair Workers, All Other","Other installation, maintenance, and repair workers","49-9099.00","Installation, Maintenance, and Repair Workers, All Other","Non-STEM","Yes","Yes","STW"
"51-1011","51-1011","7700","51-1011.00","First-Line Supervisors of Production and Operating Workers","First-Line Supervisors of Production and Operating Workers","First-line supervisors of production and operating workers","7700","First-Line Supervisors of Production and Operating Workers","First-line supervisors of production and operating workers","51-1011.00","First-Line Supervisors of Production and Operating Workers","Non-STEM","Yes","Yes","STW"
"51-2011","51-2011","7710","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft structure, surfaces, rigging, and systems assemblers","7710","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft structure, surfaces, rigging, and systems assemblers","51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Non-STEM","Yes","No","Non-STW"
"51-2021","51-2021","7720","51-2021.00","Coil Winders, Tapers, and Finishers","Coil Winders, Tapers, and Finishers","Electrical, electronics, and electromechanical assemblers","7720","Coil Winders, Tapers, and Finishers","Electrical, electronics, and electromechanical assemblers","51-2021.00","Coil Winders, Tapers, and Finishers","Non-STEM","Yes","No","Non-STW"
"51-2022","51-2022","7720","51-2022.00","Electrical and Electronic Equipment Assemblers","Electrical and Electronic Equipment Assemblers","Electrical, electronics, and electromechanical assemblers","7720","Electrical and Electronic Equipment Assemblers","Electrical, electronics, and electromechanical assemblers","51-2022.00","Electrical and Electronic Equipment Assemblers","Non-STEM","Yes","No","Non-STW"
"51-2023","51-2023","7720","51-2023.00","Electromechanical Equipment Assemblers","Electromechanical Equipment Assemblers","Electrical, electronics, and electromechanical assemblers","7720","Electromechanical Equipment Assemblers","Electrical, electronics, and electromechanical assemblers","51-2023.00","Electromechanical Equipment Assemblers","Non-STEM","Yes","No","Non-STW"
"51-2031","51-2031","7730","51-2031.00","Engine and Other Machine Assemblers","Engine and Other Machine Assemblers","Engine and other machine assemblers","7730","Engine and Other Machine Assemblers","Engine and other machine assemblers","51-2031.00","Engine and Other Machine Assemblers","Non-STEM","Yes","Yes","STW"
"51-2041","51-2041","7740","51-2041.00","Structural Metal Fabricators and Fitters","Structural Metal Fabricators and Fitters","Structural metal fabricators and fitters","7740","Structural Metal Fabricators and Fitters","Structural metal fabricators and fitters","51-2041.00","Structural Metal Fabricators and Fitters","Non-STEM","Yes","Yes","STW"
"51-2091","51-2051","7750","51-2091.00","Fiberglass Laminators and Fabricators","Fiberglass Laminators and Fabricators","Miscellaneous assemblers and fabricators","7750","Fiberglass Laminators and Fabricators","Other assemblers and fabricators","51-2051.00","Fiberglass Laminators and Fabricators","Non-STEM","Yes","No","Non-STW"
"51-2092","51-2092","7750","51-2092.00","Team Assemblers","Team Assemblers","Miscellaneous assemblers and fabricators","7750","Team Assemblers","Other assemblers and fabricators","51-2092.00","Team Assemblers","Non-STEM","Yes","No","Non-STW"
"51-2093","51-2061","7750","51-2093.00","Timing Device Assemblers and Adjusters","Timing Device Assemblers and Adjusters","Miscellaneous assemblers and fabricators","7750","Timing Device Assemblers and Adjusters","Other assemblers and fabricators","51-2061.00","Timing Device Assemblers and Adjusters","Non-STEM","Yes","Yes","STW"
"51-2099","51-2099","7750","51-2099.00","Assemblers and Fabricators, All Other","Assemblers and Fabricators, All Other","Miscellaneous assemblers and fabricators","7750","Assemblers and Fabricators, All Other","Other assemblers and fabricators","51-2099.00","Assemblers and Fabricators, All Other","Non-STEM",NA,NA,NA
"51-3011","51-3011","7800","51-3011.00","Bakers","Bakers","Bakers","7800","Bakers","Bakers","51-3011.00","Bakers","Non-STEM","Yes","No","Non-STW"
"51-3021","51-3021","7810","51-3021.00","Butchers and Meat Cutters","Butchers and Meat Cutters","Butchers and other meat, poultry, and fish processing workers","7810","Butchers and Meat Cutters","Butchers and other meat, poultry, and fish processing workers","51-3021.00","Butchers and Meat Cutters","Non-STEM","Yes","No","Non-STW"
"51-3022","51-3022","7810","51-3022.00","Meat, Poultry, and Fish Cutters and Trimmers","Meat, Poultry, and Fish Cutters and Trimmers","Butchers and other meat, poultry, and fish processing workers","7810","Meat, Poultry, and Fish Cutters and Trimmers","Butchers and other meat, poultry, and fish processing workers","51-3022.00","Meat, Poultry, and Fish Cutters and Trimmers","Non-STEM","Yes","Yes","STW"
"51-3023","51-3023","7810","51-3023.00","Slaughterers and Meat Packers","Slaughterers and Meat Packers","Butchers and other meat, poultry, and fish processing workers","7810","Slaughterers and Meat Packers","Butchers and other meat, poultry, and fish processing workers","51-3023.00","Slaughterers and Meat Packers","Non-STEM","Yes","No","Non-STW"
"51-3091","51-3091","7830","51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and tobacco roasting, baking, and drying machine operators and tenders","7830","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and tobacco roasting, baking, and drying machine operators and tenders","51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Non-STEM","Yes","No","Non-STW"
"51-3092","51-3092","7840","51-3092.00","Food Batchmakers","Food Batchmakers","Food batchmakers","7840","Food Batchmakers","Food batchmakers","51-3092.00","Food Batchmakers","Non-STEM","Yes","No","Non-STW"
"51-3093","51-3093","7850","51-3093.00","Food Cooking Machine Operators and Tenders","Food Cooking Machine Operators and Tenders","Food cooking machine operators and tenders","7850","Food Cooking Machine Operators and Tenders","Food cooking machine operators and tenders","51-3093.00","Food Cooking Machine Operators and Tenders","Non-STEM","Yes","No","Non-STW"
